row,type,name,province,county,district,rural,hierarchicalCode,nationalId
318,دهستان,نازلوشمالی,آذربایجان غربی,ارومیه,نازلو,,11101412,1000016814
319,شهر,نوشین,آذربایجان غربی,ارومیه,نازلو,,111014500,1000041754
320,شهرستان,خوی,آذربایجان غربی,,,,1111,1000000545
321,بخش,مرکزی,آذربایجان غربی,خوی,,,111110,1000005114
322,دهستان,دیزج,آذربایجان غربی,خوی,مرکزی,,11111010,1000016822
323,دهستان,رهال,آذربایجان غربی,خوی,مرکزی,,11111011,1000016830
324,دهستان,قره سو,آذربایجان غربی,خوی,مرکزی,,11111013,1000016855
325,دهستان,گوهران,آذربایجان غربی,خوی,مرکزی,,11111014,1000016863
326,شهر,خوی,آذربایجان غربی,خوی,مرکزی,,111110500,1000041762
327,شهر,دیزج دیز,آذربایجان غربی,خوی,مرکزی,,111110502,1000041788
328,بخش,ایواوغلی,آذربایجان غربی,خوی,,,111111,1000005122
329,دهستان,ایواوغلی,آذربایجان غربی,خوی,ایواوغلی,,11111110,1000016871
330,دهستان,ولدیان,آذربایجان غربی,خوی,ایواوغلی,,11111111,1000016889
331,شهر,ایواوغلی,آذربایجان غربی,خوی,ایواوغلی,,111111500,1000041796
332,بخش,صفائیه,آذربایجان غربی,خوی,,,111112,1000005130
333,دهستان,الند,آذربایجان غربی,خوی,صفائیه,,11111210,1000016897
334,دهستان,سکمن آباد,آذربایجان غربی,خوی,صفائیه,,11111211,1000016905
335,شهر,زرآباد,آذربایجان غربی,خوی,صفائیه,,111112500,1000041804
336,بخش,قطور,آذربایجان غربی,خوی,,,111113,1000005148
337,دهستان,قطور,آذربایجان غربی,خوی,قطور,,11111310,1000016913
338,دهستان,زری,آذربایجان غربی,خوی,قطور,,11111311,1000016921
339,شهر,قطور,آذربایجان غربی,خوی,قطور,,111113500,1000041812
340,بخش,فیرورق,آذربایجان غربی,خوی,,,111114,1000545101
341,دهستان,فیرورق جنوبی,آذربایجان غربی,خوی,فیرورق,,11111410,1000016848
342,دهستان,فیرورق شمالی,آذربایجان غربی,خوی,فیرورق,,11111411,1000545093
343,شهر,فیرورق,آذربایجان غربی,خوی,فیرورق,,111114500,1000041770
344,شهرستان,مهاباد,آذربایجان غربی,,,,1112,1000000552
345,بخش,مرکزی,آذربایجان غربی,مهاباد,,,111210,1000005155
346,دهستان,آختاچی غربی,آذربایجان غربی,مهاباد,مرکزی,,11121010,1000016939
347,دهستان,مکریان شرقی,آذربایجان غربی,مهاباد,مرکزی,,11121011,1000016947
348,دهستان,مکریان غربی,آذربایجان غربی,مهاباد,مرکزی,,11121012,1000016954
349,شهر,مهاباد,آذربایجان غربی,مهاباد,مرکزی,,111210500,1000041820
350,شهر,گوگ تپه,آذربایجان غربی,مهاباد,مرکزی,,111210501,1000321313
351,بخش,خلیفان,آذربایجان غربی,مهاباد,,,111211,1000005163
352,دهستان,کانی بازار,آذربایجان غربی,مهاباد,خلیفان,,11121110,1000016962
353,دهستان,منگورشرقی,آذربایجان غربی,مهاباد,خلیفان,,11121111,1000016970
354,شهر,خلیفان,آذربایجان غربی,مهاباد,خلیفان,,111211500,1000041838
355,شهرستان,ماکو,آذربایجان غربی,,,,1113,1000000560
356,بخش,مرکزی,آذربایجان غربی,ماکو,,,111310,1000005171
357,دهستان,چایباسارجنوبی,آذربایجان غربی,ماکو,مرکزی,,11131010,1000016988
358,دهستان,قلعه دره سی,آذربایجان غربی,ماکو,مرکزی,,11131011,1000016996
359,دهستان,قره سو,آذربایجان غربی,ماکو,مرکزی,,11131012,1000017002
360,شهر,ماکو,آذربایجان غربی,ماکو,مرکزی,,111310500,1000041846
361,بخش,بازرگان,آذربایجان غربی,ماکو,,,111311,1000005189
362,دهستان,چایباسارشمالی,آذربایجان غربی,ماکو,بازرگان,,11131110,1000017010
363,دهستان,ساری سو,آذربایجان غربی,ماکو,بازرگان,,11131111,1000017028
364,شهر,بازرگان,آذربایجان غربی,ماکو,بازرگان,,111311500,1000041853
365,شهرستان,سلماس,آذربایجان غربی,,,,1114,1000000578
366,بخش,مرکزی,آذربایجان غربی,سلماس,,,111410,1000005197
367,دهستان,زولاچای,آذربایجان غربی,سلماس,مرکزی,,11141010,1000017036
368,دهستان,کره سنی,آذربایجان غربی,سلماس,مرکزی,,11141011,1000017044
369,دهستان,کنارپروژ,آذربایجان غربی,سلماس,مرکزی,,11141012,1000017051
370,دهستان,لکستان,آذربایجان غربی,سلماس,مرکزی,,11141013,1000017069
371,شهر,سلماس,آذربایجان غربی,سلماس,مرکزی,,111410500,1000041861
372,شهر,تازه شهر,آذربایجان غربی,سلماس,مرکزی,,111410501,1000041879
373,بخش,کوهسار,آذربایجان غربی,سلماس,,,111411,1000005205
374,دهستان,چهریق,آذربایجان غربی,سلماس,کوهسار,,11141110,1000017077
375,دهستان,شپیران,آذربایجان غربی,سلماس,کوهسار,,11141111,1000017085
376,دهستان,شناتال,آذربایجان غربی,سلماس,کوهسار,,11141112,1000017093
377,شهرستان,میاندوآب,آذربایجان غربی,,,,1115,1000000586
378,بخش,مرکزی,آذربایجان غربی,میاندوآب,,,111510,1000005213
379,دهستان,مکریان شمالی,آذربایجان غربی,میاندوآب,مرکزی,,11151010,1000017101
380,دهستان,زرینه رودجنوبی,آذربایجان غربی,میاندوآب,مرکزی,,11151011,1000017119
381,دهستان,زرینه رودشمالی,آذربایجان غربی,میاندوآب,مرکزی,,11151012,1000017127
382,دهستان,مرحمت آبادجنوبی,آذربایجان غربی,میاندوآب,مرکزی,,11151013,1000017135
383,دهستان,مرحمت آباد,آذربایجان غربی,میاندوآب,مرکزی,,11151015,1000017150
384,شهر,میاندوآب,آذربایجان غربی,میاندوآب,مرکزی,,111510500,1000041887
385,بخش,بکتاش,آذربایجان غربی,میاندوآب,,,111513,1002049557
386,دهستان,زرینه رود,آذربایجان غربی,میاندوآب,بکتاش,,11151310,1000017143
387,دهستان,مظفرآباد,آذربایجان غربی,میاندوآب,بکتاش,,11151311,1002049540
388,شهر,بکتاش,آذربایجان غربی,میاندوآب,بکتاش,,111513500,1000326627
389,شهرستان,نقده,آذربایجان غربی,,,,1116,1000000594
390,بخش,مرکزی,آذربایجان غربی,نقده,,,111610,1000005247
391,دهستان,بیگم قلعه,آذربایجان غربی,نقده,مرکزی,,11161010,1000017218
392,دهستان,سلدوز,آذربایجان غربی,نقده,مرکزی,,11161011,1000017226
393,شهر,نقده,آذربایجان غربی,نقده,مرکزی,,111610500,1000041911
394,بخش,محمدیار,آذربایجان غربی,نقده,,,111611,1000005254
395,دهستان,حسن لو,آذربایجان غربی,نقده,محمدیار,,11161110,1000017234
396,دهستان,المهدی,آذربایجان غربی,نقده,محمدیار,,11161111,1000017242
397,شهر,محمدیار,آذربایجان غربی,نقده,محمدیار,,111611500,1000041929
398,شهرستان,پیرانشهر,آذربایجان غربی,,,,1117,1000000602
399,بخش,مرکزی,آذربایجان غربی,پیرانشهر,,,111710,1000005262
400,دهستان,پیران,آذربایجان غربی,پیرانشهر,مرکزی,,11171010,1000017259
401,دهستان,منگور غربی,آذربایجان غربی,پیرانشهر,مرکزی,,11171011,1000017267
402,دهستان,لاهیجان,آذربایجان غربی,پیرانشهر,مرکزی,,11171012,1000017275
403,شهر,پیرانشهر,آذربایجان غربی,پیرانشهر,مرکزی,,111710500,1000041937
404,بخش,لاجان,آذربایجان غربی,پیرانشهر,,,111711,1000005270
405,دهستان,لاهیجان شرقی,آذربایجان غربی,پیرانشهر,لاجان,,11171110,1000017283
406,دهستان,لاهیجان غربی,آذربایجان غربی,پیرانشهر,لاجان,,11171111,1000017291
407,شهر,لاجان,آذربایجان غربی,پیرانشهر,لاجان,,111711500,1000041945
408,شهرستان,سردشت,آذربایجان غربی,,,,1118,1000000610
409,بخش,مرکزی,آذربایجان غربی,سردشت,,,111810,1000005288
410,دهستان,آلان,آذربایجان غربی,سردشت,مرکزی,,11181010,1000017309
411,دهستان,بریاجی,آذربایجان غربی,سردشت,مرکزی,,11181012,1000017325
412,شهر,سردشت,آذربایجان غربی,سردشت,مرکزی,,111810500,1000041952
413,بخش,وزینه,آذربایجان غربی,سردشت,,,111811,1000005296
414,دهستان,گورک نعلین,آذربایجان غربی,سردشت,وزینه,,11181110,1000017341
415,دهستان,ملکاری,آذربایجان غربی,سردشت,وزینه,,11181111,1000017358
416,شهر,میرآباد,آذربایجان غربی,سردشت,وزینه,,111811500,1000041978
417,شهر,نلاس,آذربایجان غربی,سردشت,وزینه,,111811501,1000332468
418,بخش,ربط,آذربایجان غربی,سردشت,,,111812,1002284204
419,دهستان,باسک کولسه,آذربایجان غربی,سردشت,ربط,,11181210,1000017317
420,دهستان,گورک سردشت,آذربایجان غربی,سردشت,ربط,,11181211,1000017333
421,شهر,ربط,آذربایجان غربی,سردشت,ربط,,111812500,1000041960
422,شهرستان,بوکان,آذربایجان غربی,,,,1119,1000000628
423,بخش,مرکزی,آذربایجان غربی,بوکان,,,111910,1000005304
424,دهستان,آختاچی,آذربایجان غربی,بوکان,مرکزی,,11191010,1000017366
425,دهستان,ایل تیمور,آذربایجان غربی,بوکان,مرکزی,,11191011,1000017374
426,دهستان,ایل گورک,آذربایجان غربی,بوکان,مرکزی,,11191012,1000017382
427,دهستان,بهی فیض اله بیگی,آذربایجان غربی,بوکان,مرکزی,,11191013,1000017390
428,شهر,بوکان,آذربایجان غربی,بوکان,مرکزی,,111910500,1000041986
429,بخش,سیمینه,آذربایجان غربی,بوکان,,,111911,1000005312
430,دهستان,آختاچی شرقی,آذربایجان غربی,بوکان,سیمینه,,11191110,1000017408
431,دهستان,آختاچی محالی,آذربایجان غربی,بوکان,سیمینه,,11191111,1000017416
432,دهستان,بهی دهبکری,آذربایجان غربی,بوکان,سیمینه,,11191112,1000017424
433,شهر,سیمینه,آذربایجان غربی,بوکان,سیمینه,,111911500,1000041994
434,شهرستان,تکاب,آذربایجان غربی,,,,1120,1000000636
435,بخش,مرکزی,آذربایجان غربی,تکاب,,,112010,1000005320
436,دهستان,افشار,آذربایجان غربی,تکاب,مرکزی,,11201010,1000017432
437,دهستان,انصار,آذربایجان غربی,تکاب,مرکزی,,11201011,1000017440
438,دهستان,کرفتو,آذربایجان غربی,تکاب,مرکزی,,11201012,1000017457
439,شهر,تکاب,آذربایجان غربی,تکاب,مرکزی,,112010500,1000042000
440,بخش,تخت سلیمان,آذربایجان غربی,تکاب,,,112011,1000005338
441,دهستان,احمدآباد,آذربایجان غربی,تکاب,تخت سلیمان,,11201110,1000017465
442,دهستان,ساروق,آذربایجان غربی,تکاب,تخت سلیمان,,11201111,1000017473
443,دهستان,چمن,آذربایجان غربی,تکاب,تخت سلیمان,,11201112,1000017481
444,شهر,تازه کند نصرت آباد,آذربایجان غربی,تکاب,تخت سلیمان,,112011500,1000335222
445,شهرستان,شاهین دژ,آذربایجان غربی,,,,1121,1000000644
446,بخش,مرکزی,آذربایجان غربی,شاهین دژ,,,112110,1000005346
447,دهستان,صفاخانه,آذربایجان غربی,شاهین دژ,مرکزی,,11211010,1000017499
448,دهستان,محمودآباد,آذربایجان غربی,شاهین دژ,مرکزی,,11211011,1000017507
449,دهستان,هولاسو,آذربایجان غربی,شاهین دژ,مرکزی,,11211012,1000017515
450,شهر,شاهین دژ,آذربایجان غربی,شاهین دژ,مرکزی,,112110500,1000042018
451,شهر,محمود آباد,آذربایجان غربی,شاهین دژ,مرکزی,,112110501,1000042026
452,بخش,کشاورز,آذربایجان غربی,شاهین دژ,,,112111,1000005353
453,دهستان,چهاردولی,آذربایجان غربی,شاهین دژ,کشاورز,,11211110,1000017523
454,دهستان,کشاور,آذربایجان غربی,شاهین دژ,کشاورز,,11211111,1000017531
455,شهر,کشاورز,آذربایجان غربی,شاهین دژ,کشاورز,,112111500,1000042034
456,شهرستان,اشنویه,آذربایجان غربی,,,,1122,1000000651
